year,round,circuit,driver,team,grid,position,won,points,laps,status
2020,17,yas_marina,max_verstappen,red_bull,1,1,1,25.0,55,Finished
2020,17,yas_marina,bottas,mercedes,2,2,0,18.0,55,Finished
2020,17,yas_marina,hamilton,mercedes,3,3,0,15.0,55,Finished
2020,17,yas_marina,albon,red_bull,5,4,0,12.0,55,Finished
2020,17,yas_marina,norris,mclaren,4,5,0,10.0,55,Finished
2020,17,yas_marina,sainz,mclaren,6,6,0,8.0,55,Finished
2020,17,yas_marina,ricciardo,renault,11,7,0,7.0,55,Finished
2020,17,yas_marina,gasly,alphatauri,9,8,0,4.0,55,Finished
2020,17,yas_marina,ocon,renault,10,9,0,2.0,55,Finished
2020,17,yas_marina,stroll,racing_point,8,10,0,1.0,55,Finished
2020,17,yas_marina,kvyat,alphatauri,7,11,0,0.0,54,+1 Lap
2020,17,yas_marina,raikkonen,alfa,15,12,0,0.0,54,+1 Lap
2020,17,yas_marina,leclerc,ferrari,12,13,0,0.0,54,+1 Lap
2020,17,yas_marina,vettel,ferrari,13,14,0,0.0,54,+1 Lap
2020,17,yas_marina,russell,williams,16,15,0,0.0,54,+1 Lap
2020,17,yas_marina,giovinazzi,alfa,14,16,0,0.0,54,+1 Lap
2020,17,yas_marina,latifi,williams,18,17,0,0.0,54,+1 Lap
2020,17,yas_marina,kevin_magnussen,haas,20,18,0,0.0,54,+1 Lap
2020,17,yas_marina,pietro_fittipaldi,haas,17,19,0,0.0,53,+2 Laps
2020,17,yas_marina,perez,racing_point,19,20,0,0.0,8,Transmission
2021,1,bahrain,hamilton,mercedes,2,1,1,25.0,56,Finished
2021,1,bahrain,max_verstappen,red_bull,1,2,0,18.0,56,Finished
2021,1,bahrain,bottas,mercedes,3,3,0,16.0,56,Finished
2021,1,bahrain,norris,mclaren,7,4,0,12.0,56,Finished
2021,1,bahrain,perez,red_bull,0,5,0,10.0,56,Finished
2021,1,bahrain,leclerc,ferrari,4,6,0,8.0,56,Finished
2021,1,bahrain,ricciardo,mclaren,6,7,0,6.0,56,Finished
2021,1,bahrain,sainz,ferrari,8,8,0,4.0,56,Finished
2021,1,bahrain,tsunoda,alphatauri,13,9,0,2.0,56,Finished
2021,1,bahrain,stroll,aston_martin,10,10,0,1.0,56,Finished
2021,1,bahrain,raikkonen,alfa,14,11,0,0.0,56,Finished
2021,1,bahrain,giovinazzi,alfa,12,12,0,0.0,55,+1 Lap
2021,1,bahrain,ocon,alpine,16,13,0,0.0,55,+1 Lap
2021,1,bahrain,russell,williams,15,14,0,0.0,55,+1 Lap
2021,1,bahrain,vettel,aston_martin,20,15,0,0.0,55,+1 Lap
2021,1,bahrain,mick_schumacher,haas,18,16,0,0.0,55,+1 Lap
2021,1,bahrain,gasly,alphatauri,5,17,0,0.0,52,Retired
2021,1,bahrain,latifi,williams,17,18,0,0.0,51,Retired
2021,1,bahrain,alonso,alpine,9,19,0,0.0,32,Brakes
2021,1,bahrain,mazepin,haas,19,20,0,0.0,0,Accident
2021,2,imola,max_verstappen,red_bull,3,1,1,25.0,63,Finished
2021,2,imola,hamilton,mercedes,1,2,0,19.0,63,Finished
2021,2,imola,norris,mclaren,7,3,0,15.0,63,Finished
2021,2,imola,leclerc,ferrari,4,4,0,12.0,63,Finished
2021,2,imola,sainz,ferrari,11,5,0,10.0,63,Finished
2021,2,imola,ricciardo,mclaren,6,6,0,8.0,63,Finished
2021,2,imola,gasly,alphatauri,5,7,0,6.0,63,Finished
2021,2,imola,stroll,aston_martin,10,8,0,4.0,63,Finished
2021,2,imola,ocon,alpine,9,9,0,2.0,63,Finished
2021,2,imola,alonso,alpine,15,10,0,1.0,63,Finished
2021,2,imola,perez,red_bull,2,11,0,0.0,63,Finished
2021,2,imola,tsunoda,alphatauri,20,12,0,0.0,63,Finished
2021,2,imola,raikkonen,alfa,16,13,0,0.0,63,Finished
2021,2,imola,giovinazzi,alfa,17,14,0,0.0,62,+1 Lap
2021,2,imola,vettel,aston_martin,0,15,0,0.0,61,Gearbox
2021,2,imola,mick_schumacher,haas,18,16,0,0.0,61,+2 Laps
2021,2,imola,mazepin,haas,19,17,0,0.0,61,+2 Laps
2021,2,imola,bottas,mercedes,8,18,0,0.0,30,Collision
2021,2,imola,russell,williams,12,19,0,0.0,30,Collision
2021,2,imola,latifi,williams,14,20,0,0.0,0,Collision
2021,3,portimao,hamilton,mercedes,2,1,1,25.0,66,Finished
2021,3,portimao,max_verstappen,red_bull,3,2,0,18.0,66,Finished
2021,3,portimao,bottas,mercedes,1,3,0,16.0,66,Finished
2021,3,portimao,perez,red_bull,4,4,0,12.0,66,Finished
2021,3,portimao,norris,mclaren,7,5,0,10.0,66,Finished
2021,3,portimao,leclerc,ferrari,8,6,0,8.0,66,Finished
2021,3,portimao,ocon,alpine,6,7,0,6.0,66,Finished
2021,3,portimao,alonso,alpine,13,8,0,4.0,66,Finished
2021,3,portimao,ricciardo,mclaren,16,9,0,2.0,66,Finished
2021,3,portimao,gasly,alphatauri,9,10,0,1.0,66,Finished
2021,3,portimao,sainz,ferrari,5,11,0,0.0,66,Finished
2021,3,portimao,giovinazzi,alfa,12,12,0,0.0,65,+1 Lap
2021,3,portimao,vettel,aston_martin,10,13,0,0.0,65,+1 Lap
2021,3,portimao,stroll,aston_martin,17,14,0,0.0,65,+1 Lap
2021,3,portimao,tsunoda,alphatauri,14,15,0,0.0,65,+1 Lap
2021,3,portimao,russell,williams,11,16,0,0.0,65,+1 Lap
2021,3,portimao,mick_schumacher,haas,19,17,0,0.0,64,+2 Laps
2021,3,portimao,latifi,williams,18,18,0,0.0,64,+2 Laps
2021,3,portimao,mazepin,haas,20,19,0,0.0,64,+2 Laps
2021,3,portimao,raikkonen,alfa,15,20,0,0.0,1,Collision damage
2021,4,catalunya,hamilton,mercedes,1,1,1,25.0,66,Finished
2021,4,catalunya,max_verstappen,red_bull,2,2,0,19.0,66,Finished
2021,4,catalunya,bottas,mercedes,3,3,0,15.0,66,Finished
2021,4,catalunya,leclerc,ferrari,4,4,0,12.0,66,Finished
2021,4,catalunya,perez,red_bull,8,5,0,10.0,66,Finished
2021,4,catalunya,ricciardo,mclaren,7,6,0,8.0,66,Finished
2021,4,catalunya,sainz,ferrari,6,7,0,6.0,66,Finished
2021,4,catalunya,norris,mclaren,9,8,0,4.0,65,+1 Lap
2021,4,catalunya,ocon,alpine,5,9,0,2.0,65,+1 Lap
2021,4,catalunya,gasly,alphatauri,12,10,0,1.0,65,+1 Lap
2021,4,catalunya,stroll,aston_martin,11,11,0,0.0,65,+1 Lap
2021,4,catalunya,raikkonen,alfa,17,12,0,0.0,65,+1 Lap
2021,4,catalunya,vettel,aston_martin,13,13,0,0.0,65,+1 Lap
2021,4,catalunya,russell,williams,15,14,0,0.0,65,+1 Lap
2021,4,catalunya,giovinazzi,alfa,14,15,0,0.0,65,+1 Lap
2021,4,catalunya,latifi,williams,19,16,0,0.0,65,+1 Lap
2021,4,catalunya,alonso,alpine,10,17,0,0.0,65,+1 Lap
2021,4,catalunya,mick_schumacher,haas,18,18,0,0.0,64,+2 Laps
2021,4,catalunya,mazepin,haas,20,19,0,0.0,64,+2 Laps
2021,4,catalunya,tsunoda,alphatauri,16,20,0,0.0,6,Electrical
2021,5,monaco,max_verstappen,red_bull,2,1,1,25.0,78,Finished
2021,5,monaco,sainz,ferrari,4,2,0,18.0,78,Finished
2021,5,monaco,norris,mclaren,5,3,0,15.0,78,Finished
2021,5,monaco,perez,red_bull,9,4,0,12.0,78,Finished
2021,5,monaco,vettel,aston_martin,8,5,0,10.0,78,Finished
2021,5,monaco,gasly,alphatauri,6,6,0,8.0,78,Finished
2021,5,monaco,hamilton,mercedes,7,7,0,7.0,78,Finished
2021,5,monaco,stroll,aston_martin,13,8,0,4.0,77,+1 Lap
2021,5,monaco,ocon,alpine,11,9,0,2.0,77,+1 Lap
2021,5,monaco,giovinazzi,alfa,10,10,0,1.0,77,+1 Lap
2021,5,monaco,raikkonen,alfa,14,11,0,0.0,77,+1 Lap
2021,5,monaco,ricciardo,mclaren,12,12,0,0.0,77,+1 Lap
2021,5,monaco,alonso,alpine,17,13,0,0.0,77,+1 Lap
2021,5,monaco,russell,williams,15,14,0,0.0,77,+1 Lap
2021,5,monaco,latifi,williams,18,15,0,0.0,77,+1 Lap
2021,5,monaco,tsunoda,alphatauri,16,16,0,0.0,77,+1 Lap
2021,5,monaco,mazepin,haas,19,17,0,0.0,75,+3 Laps
2021,5,monaco,mick_schumacher,haas,20,18,0,0.0,75,+3 Laps
2021,5,monaco,bottas,mercedes,3,19,0,0.0,29,Wheel nut
2021,5,monaco,leclerc,ferrari,1,20,0,0.0,0,Driveshaft
2021,6,baku,perez,red_bull,6,1,1,25.0,51,Finished
2021,6,baku,vettel,aston_martin,11,2,0,18.0,51,Finished
2021,6,baku,gasly,alphatauri,4,3,0,15.0,51,Finished
2021,6,baku,leclerc,ferrari,1,4,0,12.0,51,Finished
2021,6,baku,norris,mclaren,9,5,0,10.0,51,Finished
2021,6,baku,alonso,alpine,8,6,0,8.0,51,Finished
2021,6,baku,tsunoda,alphatauri,7,7,0,6.0,51,Finished
2021,6,baku,sainz,ferrari,5,8,0,4.0,51,Finished
2021,6,baku,ricciardo,mclaren,13,9,0,2.0,51,Finished
2021,6,baku,raikkonen,alfa,14,10,0,1.0,51,Finished
2021,6,baku,giovinazzi,alfa,20,11,0,0.0,51,Finished
2021,6,baku,bottas,mercedes,10,12,0,0.0,51,Finished
2021,6,baku,mick_schumacher,haas,17,13,0,0.0,51,Finished
2021,6,baku,mazepin,haas,18,14,0,0.0,51,Finished
2021,6,baku,hamilton,mercedes,2,15,0,0.0,51,Finished
2021,6,baku,latifi,williams,16,16,0,0.0,51,Finished
2021,6,baku,russell,williams,15,17,0,0.0,48,Gearbox
2021,6,baku,max_verstappen,red_bull,3,18,0,0.0,45,Accident
2021,6,baku,stroll,aston_martin,19,19,0,0.0,29,Accident
2021,6,baku,ocon,alpine,12,20,0,0.0,3,Turbo
2021,7,ricard,max_verstappen,red_bull,1,1,1,26.0,53,Finished
2021,7,ricard,hamilton,mercedes,2,2,0,18.0,53,Finished
2021,7,ricard,perez,red_bull,4,3,0,15.0,53,Finished
2021,7,ricard,bottas,mercedes,3,4,0,12.0,53,Finished
2021,7,ricard,norris,mclaren,8,5,0,10.0,53,Finished
2021,7,ricard,ricciardo,mclaren,10,6,0,8.0,53,Finished
2021,7,ricard,gasly,alphatauri,6,7,0,6.0,53,Finished
2021,7,ricard,alonso,alpine,9,8,0,4.0,53,Finished
2021,7,ricard,vettel,aston_martin,12,9,0,2.0,53,Finished
2021,7,ricard,stroll,aston_martin,19,10,0,1.0,53,Finished
2021,7,ricard,sainz,ferrari,5,11,0,0.0,53,Finished
2021,7,ricard,russell,williams,14,12,0,0.0,52,+1 Lap
2021,7,ricard,tsunoda,alphatauri,0,13,0,0.0,52,+1 Lap
2021,7,ricard,ocon,alpine,11,14,0,0.0,52,+1 Lap
2021,7,ricard,giovinazzi,alfa,13,15,0,0.0,52,+1 Lap
2021,7,ricard,leclerc,ferrari,7,16,0,0.0,52,+1 Lap
2021,7,ricard,raikkonen,alfa,17,17,0,0.0,52,+1 Lap
2021,7,ricard,latifi,williams,16,18,0,0.0,52,+1 Lap
2021,7,ricard,mick_schumacher,haas,15,19,0,0.0,52,+1 Lap
2021,7,ricard,mazepin,haas,18,20,0,0.0,52,+1 Lap
2021,8,red_bull_ring,max_verstappen,red_bull,1,1,1,25.0,71,Finished
2021,8,red_bull_ring,hamilton,mercedes,2,2,0,19.0,71,Finished
2021,8,red_bull_ring,bottas,mercedes,5,3,0,15.0,71,Finished
2021,8,red_bull_ring,perez,red_bull,4,4,0,12.0,71,Finished
2021,8,red_bull_ring,norris,mclaren,3,5,0,10.0,70,+1 Lap
2021,8,red_bull_ring,sainz,ferrari,12,6,0,8.0,70,+1 Lap
2021,8,red_bull_ring,leclerc,ferrari,7,7,0,6.0,70,+1 Lap
2021,8,red_bull_ring,stroll,aston_martin,9,8,0,4.0,70,+1 Lap
2021,8,red_bull_ring,alonso,alpine,8,9,0,2.0,70,+1 Lap
2021,8,red_bull_ring,tsunoda,alphatauri,11,10,0,1.0,70,+1 Lap
2021,8,red_bull_ring,raikkonen,alfa,18,11,0,0.0,70,+1 Lap
2021,8,red_bull_ring,vettel,aston_martin,14,12,0,0.0,70,+1 Lap
2021,8,red_bull_ring,ricciardo,mclaren,13,13,0,0.0,70,+1 Lap
2021,8,red_bull_ring,ocon,alpine,17,14,0,0.0,70,+1 Lap
2021,8,red_bull_ring,giovinazzi,alfa,15,15,0,0.0,70,+1 Lap
2021,8,red_bull_ring,mick_schumacher,haas,19,16,0,0.0,69,+2 Laps
2021,8,red_bull_ring,latifi,williams,16,17,0,0.0,68,+3 Laps
2021,8,red_bull_ring,mazepin,haas,20,18,0,0.0,68,+3 Laps
2021,8,red_bull_ring,russell,williams,10,19,0,0.0,36,Engine
2021,8,red_bull_ring,gasly,alphatauri,6,20,0,0.0,1,Collision
2021,9,red_bull_ring,max_verstappen,red_bull,1,1,1,26.0,71,Finished
2021,9,red_bull_ring,bottas,mercedes,5,2,0,18.0,71,Finished
2021,9,red_bull_ring,norris,mclaren,2,3,0,15.0,71,Finished
2021,9,red_bull_ring,hamilton,mercedes,4,4,0,12.0,71,Finished
2021,9,red_bull_ring,sainz,ferrari,10,5,0,10.0,71,Finished
2021,9,red_bull_ring,perez,red_bull,3,6,0,8.0,71,Finished
2021,9,red_bull_ring,ricciardo,mclaren,13,7,0,6.0,71,Finished
2021,9,red_bull_ring,leclerc,ferrari,12,8,0,4.0,71,Finished
2021,9,red_bull_ring,gasly,alphatauri,6,9,0,2.0,71,Finished
2021,9,red_bull_ring,alonso,alpine,14,10,0,1.0,70,+1 Lap
2021,9,red_bull_ring,russell,williams,8,11,0,0.0,70,+1 Lap
2021,9,red_bull_ring,tsunoda,alphatauri,7,12,0,0.0,70,+1 Lap
2021,9,red_bull_ring,stroll,aston_martin,9,13,0,0.0,70,+1 Lap
2021,9,red_bull_ring,giovinazzi,alfa,15,14,0,0.0,70,+1 Lap
2021,9,red_bull_ring,raikkonen,alfa,16,15,0,0.0,70,+1 Lap
2021,9,red_bull_ring,latifi,williams,18,16,0,0.0,70,+1 Lap
2021,9,red_bull_ring,vettel,aston_martin,11,17,0,0.0,69,Collision
2021,9,red_bull_ring,mick_schumacher,haas,19,18,0,0.0,69,+2 Laps
2021,9,red_bull_ring,mazepin,haas,20,19,0,0.0,69,+2 Laps
2021,9,red_bull_ring,ocon,alpine,17,20,0,0.0,0,Collision
2021,10,silverstone,hamilton,mercedes,2,1,1,25.0,52,Finished
2021,10,silverstone,leclerc,ferrari,4,2,0,18.0,52,Finished
2021,10,silverstone,bottas,mercedes,3,3,0,15.0,52,Finished
2021,10,silverstone,norris,mclaren,5,4,0,12.0,52,Finished
2021,10,silverstone,ricciardo,mclaren,6,5,0,10.0,52,Finished
2021,10,silverstone,sainz,ferrari,10,6,0,8.0,52,Finished
2021,10,silverstone,alonso,alpine,7,7,0,6.0,52,Finished
2021,10,silverstone,stroll,aston_martin,14,8,0,4.0,52,Finished
2021,10,silverstone,ocon,alpine,9,9,0,2.0,52,Finished
2021,10,silverstone,tsunoda,alphatauri,16,10,0,1.0,52,Finished
2021,10,silverstone,gasly,alphatauri,11,11,0,0.0,52,Finished
2021,10,silverstone,russell,williams,12,12,0,0.0,51,+1 Lap
2021,10,silverstone,giovinazzi,alfa,15,13,0,0.0,51,+1 Lap
2021,10,silverstone,latifi,williams,17,14,0,0.0,51,+1 Lap
2021,10,silverstone,raikkonen,alfa,13,15,0,0.0,51,+1 Lap
2021,10,silverstone,perez,red_bull,0,16,0,0.0,51,+1 Lap
2021,10,silverstone,mazepin,haas,19,17,0,0.0,51,+1 Lap
2021,10,silverstone,mick_schumacher,haas,18,18,0,0.0,51,+1 Lap
2021,10,silverstone,vettel,aston_martin,8,19,0,0.0,40,Retired
2021,10,silverstone,max_verstappen,red_bull,1,20,0,0.0,0,Collision
2021,11,hungaroring,ocon,alpine,8,1,1,25.0,70,Finished
2021,11,hungaroring,hamilton,mercedes,1,2,0,18.0,70,Finished
2021,11,hungaroring,sainz,ferrari,15,3,0,15.0,70,Finished
2021,11,hungaroring,alonso,alpine,9,4,0,12.0,70,Finished
2021,11,hungaroring,gasly,alphatauri,5,5,0,11.0,70,Finished
2021,11,hungaroring,tsunoda,alphatauri,16,6,0,8.0,70,Finished
2021,11,hungaroring,latifi,williams,18,7,0,6.0,70,Finished
2021,11,hungaroring,russell,williams,17,8,0,4.0,70,Finished
2021,11,hungaroring,max_verstappen,red_bull,3,9,0,2.0,70,Finished
2021,11,hungaroring,raikkonen,alfa,13,10,0,1.0,69,+1 Lap
2021,11,hungaroring,ricciardo,mclaren,11,11,0,0.0,69,+1 Lap
2021,11,hungaroring,mick_schumacher,haas,20,12,0,0.0,69,+1 Lap
2021,11,hungaroring,giovinazzi,alfa,0,13,0,0.0,69,+1 Lap
2021,11,hungaroring,mazepin,haas,19,14,0,0.0,3,Collision
2021,11,hungaroring,norris,mclaren,6,15,0,0.0,2,Collision
2021,11,hungaroring,bottas,mercedes,2,16,0,0.0,0,Collision
2021,11,hungaroring,perez,red_bull,4,17,0,0.0,0,Collision
2021,11,hungaroring,leclerc,ferrari,7,18,0,0.0,0,Collision
2021,11,hungaroring,stroll,aston_martin,12,19,0,0.0,0,Collision
2021,11,hungaroring,vettel,aston_martin,10,20,0,0.0,70,Disqualified
2021,12,spa,max_verstappen,red_bull,1,1,1,12.5,1,Finished
2021,12,spa,russell,williams,2,2,0,9.0,1,Finished
2021,12,spa,hamilton,mercedes,3,3,0,7.5,1,Finished
2021,12,spa,ricciardo,mclaren,4,4,0,6.0,1,Finished
2021,12,spa,vettel,aston_martin,5,5,0,5.0,1,Finished
2021,12,spa,gasly,alphatauri,6,6,0,4.0,1,Finished
2021,12,spa,ocon,alpine,8,7,0,3.0,1,Finished
2021,12,spa,leclerc,ferrari,9,8,0,2.0,1,Finished
2021,12,spa,latifi,williams,10,9,0,1.0,1,Finished
2021,12,spa,sainz,ferrari,11,10,0,0.5,1,Finished
2021,12,spa,alonso,alpine,12,11,0,0.0,1,Finished
2021,12,spa,bottas,mercedes,13,12,0,0.0,1,Finished
2021,12,spa,giovinazzi,alfa,14,13,0,0.0,1,Finished
2021,12,spa,norris,mclaren,15,14,0,0.0,1,Finished
2021,12,spa,tsunoda,alphatauri,16,15,0,0.0,1,Finished
2021,12,spa,mick_schumacher,haas,17,16,0,0.0,1,Finished
2021,12,spa,mazepin,haas,18,17,0,0.0,1,Finished
2021,12,spa,raikkonen,alfa,0,18,0,0.0,1,Finished
2021,12,spa,perez,red_bull,0,19,0,0.0,1,Finished
2021,12,spa,stroll,aston_martin,19,20,0,0.0,1,Finished
2021,13,zandvoort,max_verstappen,red_bull,1,1,1,25.0,72,Finished
2021,13,zandvoort,hamilton,mercedes,2,2,0,19.0,72,Finished
2021,13,zandvoort,bottas,mercedes,3,3,0,15.0,72,Finished
2021,13,zandvoort,gasly,alphatauri,4,4,0,12.0,71,+1 Lap
2021,13,zandvoort,leclerc,ferrari,5,5,0,10.0,71,+1 Lap
2021,13,zandvoort,alonso,alpine,9,6,0,8.0,71,+1 Lap
2021,13,zandvoort,sainz,ferrari,6,7,0,6.0,71,+1 Lap
2021,13,zandvoort,perez,red_bull,0,8,0,4.0,71,+1 Lap
2021,13,zandvoort,ocon,alpine,8,9,0,2.0,71,+1 Lap
2021,13,zandvoort,norris,mclaren,13,10,0,1.0,71,+1 Lap
2021,13,zandvoort,ricciardo,mclaren,10,11,0,0.0,71,+1 Lap
2021,13,zandvoort,stroll,aston_martin,12,12,0,0.0,70,+2 Laps
2021,13,zandvoort,vettel,aston_martin,15,13,0,0.0,70,+2 Laps
2021,13,zandvoort,giovinazzi,alfa,7,14,0,0.0,70,+2 Laps
2021,13,zandvoort,kubica,alfa,16,15,0,0.0,70,+2 Laps
2021,13,zandvoort,latifi,williams,0,16,0,0.0,70,+2 Laps
2021,13,zandvoort,russell,williams,11,17,0,0.0,69,Gearbox
2021,13,zandvoort,mick_schumacher,haas,17,18,0,0.0,69,+3 Laps
2021,13,zandvoort,tsunoda,alphatauri,14,19,0,0.0,48,Power Unit
2021,13,zandvoort,mazepin,haas,18,20,0,0.0,41,Hydraulics
2021,14,monza,ricciardo,mclaren,2,1,1,26.0,53,Finished
2021,14,monza,norris,mclaren,3,2,0,18.0,53,Finished
2021,14,monza,bottas,mercedes,19,3,0,15.0,53,Finished
2021,14,monza,leclerc,ferrari,5,4,0,12.0,53,Finished
2021,14,monza,perez,red_bull,8,5,0,10.0,53,Finished
2021,14,monza,sainz,ferrari,6,6,0,8.0,53,Finished
2021,14,monza,stroll,aston_martin,9,7,0,6.0,53,Finished
2021,14,monza,alonso,alpine,10,8,0,4.0,53,Finished
2021,14,monza,russell,williams,14,9,0,2.0,53,Finished
2021,14,monza,ocon,alpine,12,10,0,1.0,53,Finished
2021,14,monza,latifi,williams,13,11,0,0.0,53,Finished
2021,14,monza,vettel,aston_martin,11,12,0,0.0,53,Finished
2021,14,monza,giovinazzi,alfa,7,13,0,0.0,53,Finished
2021,14,monza,kubica,alfa,17,14,0,0.0,53,Finished
2021,14,monza,mick_schumacher,haas,18,15,0,0.0,53,Finished
2021,14,monza,mazepin,haas,16,16,0,0.0,41,Power Unit
2021,14,monza,hamilton,mercedes,4,17,0,0.0,25,Collision
2021,14,monza,max_verstappen,red_bull,1,18,0,0.0,25,Collision
2021,14,monza,gasly,alphatauri,0,19,0,0.0,3,Suspension
2021,14,monza,tsunoda,alphatauri,0,20,0,0.0,0,Brakes
2021,15,sochi,hamilton,mercedes,4,1,1,25.0,53,Finished
2021,15,sochi,max_verstappen,red_bull,20,2,0,18.0,53,Finished
2021,15,sochi,sainz,ferrari,2,3,0,15.0,53,Finished
2021,15,sochi,ricciardo,mclaren,5,4,0,12.0,53,Finished
2021,15,sochi,bottas,mercedes,16,5,0,10.0,53,Finished
2021,15,sochi,alonso,alpine,6,6,0,8.0,53,Finished
2021,15,sochi,norris,mclaren,1,7,0,7.0,53,Finished
2021,15,sochi,raikkonen,alfa,13,8,0,4.0,53,Finished
2021,15,sochi,perez,red_bull,8,9,0,2.0,53,Finished
2021,15,sochi,russell,williams,3,10,0,1.0,53,Finished
2021,15,sochi,stroll,aston_martin,7,11,0,0.0,53,Finished
2021,15,sochi,vettel,aston_martin,10,12,0,0.0,52,+1 Lap
2021,15,sochi,gasly,alphatauri,11,13,0,0.0,52,+1 Lap
2021,15,sochi,ocon,alpine,9,14,0,0.0,52,+1 Lap
2021,15,sochi,leclerc,ferrari,19,15,0,0.0,52,+1 Lap
2021,15,sochi,giovinazzi,alfa,17,16,0,0.0,52,+1 Lap
2021,15,sochi,tsunoda,alphatauri,12,17,0,0.0,52,+1 Lap
2021,15,sochi,mazepin,haas,15,18,0,0.0,51,+2 Laps
2021,15,sochi,latifi,williams,18,19,0,0.0,47,Accident
2021,15,sochi,mick_schumacher,haas,14,20,0,0.0,32,Oil leak
2021,16,istanbul,bottas,mercedes,1,1,1,26.0,58,Finished
2021,16,istanbul,max_verstappen,red_bull,2,2,0,18.0,58,Finished
2021,16,istanbul,perez,red_bull,6,3,0,15.0,58,Finished
2021,16,istanbul,leclerc,ferrari,3,4,0,12.0,58,Finished
2021,16,istanbul,hamilton,mercedes,11,5,0,10.0,58,Finished
2021,16,istanbul,gasly,alphatauri,4,6,0,8.0,58,Finished
2021,16,istanbul,norris,mclaren,7,7,0,6.0,58,Finished
2021,16,istanbul,sainz,ferrari,19,8,0,4.0,58,Finished
2021,16,istanbul,stroll,aston_martin,8,9,0,2.0,58,Finished
2021,16,istanbul,ocon,alpine,12,10,0,1.0,57,+1 Lap
2021,16,istanbul,giovinazzi,alfa,16,11,0,0.0,57,+1 Lap
2021,16,istanbul,raikkonen,alfa,17,12,0,0.0,57,+1 Lap
2021,16,istanbul,ricciardo,mclaren,20,13,0,0.0,57,+1 Lap
2021,16,istanbul,tsunoda,alphatauri,9,14,0,0.0,57,+1 Lap
2021,16,istanbul,russell,williams,13,15,0,0.0,57,+1 Lap
2021,16,istanbul,alonso,alpine,5,16,0,0.0,57,+1 Lap
2021,16,istanbul,latifi,williams,15,17,0,0.0,57,+1 Lap
2021,16,istanbul,vettel,aston_martin,10,18,0,0.0,57,+1 Lap
2021,16,istanbul,mick_schumacher,haas,14,19,0,0.0,56,+2 Laps
2021,16,istanbul,mazepin,haas,18,20,0,0.0,56,+2 Laps
2021,17,americas,max_verstappen,red_bull,1,1,1,25.0,56,Finished
2021,17,americas,hamilton,mercedes,2,2,0,19.0,56,Finished
2021,17,americas,perez,red_bull,3,3,0,15.0,56,Finished
2021,17,americas,leclerc,ferrari,4,4,0,12.0,56,Finished
2021,17,americas,ricciardo,mclaren,6,5,0,10.0,56,Finished
2021,17,americas,bottas,mercedes,9,6,0,8.0,56,Finished
2021,17,americas,sainz,ferrari,5,7,0,6.0,56,Finished
2021,17,americas,norris,mclaren,7,8,0,4.0,56,Finished
2021,17,americas,tsunoda,alphatauri,10,9,0,2.0,55,+1 Lap
2021,17,americas,vettel,aston_martin,18,10,0,1.0,55,+1 Lap
2021,17,americas,giovinazzi,alfa,12,11,0,0.0,55,+1 Lap
2021,17,americas,stroll,aston_martin,13,12,0,0.0,55,+1 Lap
2021,17,americas,raikkonen,alfa,15,13,0,0.0,55,+1 Lap
2021,17,americas,russell,williams,20,14,0,0.0,55,+1 Lap
2021,17,americas,latifi,williams,14,15,0,0.0,55,+1 Lap
2021,17,americas,mick_schumacher,haas,16,16,0,0.0,54,+2 Laps
2021,17,americas,mazepin,haas,17,17,0,0.0,54,+2 Laps
2021,17,americas,alonso,alpine,19,18,0,0.0,49,Rear wing
2021,17,americas,ocon,alpine,11,19,0,0.0,40,Mechanical
2021,17,americas,gasly,alphatauri,8,20,0,0.0,14,Suspension
2021,18,rodriguez,max_verstappen,red_bull,3,1,1,25.0,71,Finished
2021,18,rodriguez,hamilton,mercedes,2,2,0,18.0,71,Finished
2021,18,rodriguez,perez,red_bull,4,3,0,15.0,71,Finished
2021,18,rodriguez,gasly,alphatauri,5,4,0,12.0,71,Finished
2021,18,rodriguez,leclerc,ferrari,8,5,0,10.0,71,Finished
2021,18,rodriguez,sainz,ferrari,6,6,0,8.0,70,+1 Lap
2021,18,rodriguez,vettel,aston_martin,9,7,0,6.0,70,+1 Lap
2021,18,rodriguez,raikkonen,alfa,10,8,0,4.0,70,+1 Lap
2021,18,rodriguez,alonso,alpine,12,9,0,2.0,70,+1 Lap
2021,18,rodriguez,norris,mclaren,18,10,0,1.0,70,+1 Lap
2021,18,rodriguez,giovinazzi,alfa,11,11,0,0.0,70,+1 Lap
2021,18,rodriguez,ricciardo,mclaren,7,12,0,0.0,70,+1 Lap
2021,18,rodriguez,ocon,alpine,19,13,0,0.0,70,+1 Lap
2021,18,rodriguez,stroll,aston_martin,20,14,0,0.0,69,+2 Laps
2021,18,rodriguez,bottas,mercedes,1,15,0,0.0,69,+2 Laps
2021,18,rodriguez,russell,williams,16,16,0,0.0,69,+2 Laps
2021,18,rodriguez,latifi,williams,13,17,0,0.0,69,+2 Laps
2021,18,rodriguez,mazepin,haas,15,18,0,0.0,68,+3 Laps
2021,18,rodriguez,mick_schumacher,haas,14,19,0,0.0,0,Collision
2021,18,rodriguez,tsunoda,alphatauri,17,20,0,0.0,0,Collision
2021,19,interlagos,hamilton,mercedes,10,1,1,25.0,71,Finished
2021,19,interlagos,max_verstappen,red_bull,2,2,0,18.0,71,Finished
2021,19,interlagos,bottas,mercedes,1,3,0,15.0,71,Finished
